-1.946928617368097321e+03,5.844161425921382715e+02,-3.782044957281978981e+01,1.047145013278595087e+02,1.165221538514080493e+02,-1.301270556524317179e+01,-1.806879336552096404e+01,-1.781456623177183829e+01,7.300824511409621209e+01,4.096728434175906486e+00,-8.050485193645586790e+00,6.259390628251173538e-01,-3.408569500501469118e+00,-2.206508149578614297e+00,4.312622333545632181e+00
-1.863928208781885132e+03,5.216572506377854097e+02,-1.917829613631583641e+01,8.545761060691182820e+01,1.521501157106256130e+02,-1.093707562553599466e+01,-2.122913879251995795e+01,-1.508951253939594217e+01,6.322919361392172277e+01,5.861546846876263039e+00,-6.999112611427466213e+00,4.590024403637981698e-01,-2.928235882167831150e+00,-3.110556876368183232e+00,5.983850835680374125e+00
-1.782596373762853545e+03,4.607954444896300856e+02,-1.325077492355554165e+00,6.831752844711652983e+01,1.760441685169326718e+02,-9.348206858257956497e+00,-2.323190394858448471e+01,-1.259048849709359708e+01,5.486039629931760686e+01,7.080301243044123005e+00,-6.108745792864394453e+00,3.105209111995607674e-01,-2.533382455584630044e+00,-2.846997247593703317e+00,4.946750944784901627e+00
-1.704638764449945484e+03,4.026117602241046143e+02,1.572200204283162073e+01,5.261834818699292526e+01,1.914272126758728803e+02,-8.159789624597365787e+00,-2.437308638574272024e+01,-1.021767742267450885e+01,4.765323406945549323e+01,7.896915134884967102e+00,-5.328757283992556104e+00,1.735741344077711967e-01,-2.193997930975169819e+00,-2.285723715640976650e+00,3.295741049946780965e+00
-1.628344688818806162e+03,3.460247794696290384e+02,3.217434539133574845e+01,3.821094271811129062e+01,2.004878070148515121e+02,-7.241080793623392964e+00,-2.489513098606657238e+01,-7.992626862411247757e+00,4.130491169160495701e+01,8.416830491354996724e+00,-4.644455914359267190e+00,3.133035796150622498e-02,-1.895759440882805791e+00,-1.717795922224795824e+00,1.723748154281134148e+00
-1.553713547498531852e+03,2.909333601196662471e+02,4.809691328868985494e+01,2.482730712987450872e+01,2.048609651307306194e+02,-6.525134223369934539e+00,-2.495932761484010953e+01,-5.887114697948303110e+00,3.562883199064456363e+01,8.715916805116460608e+00,-4.034162111583061261e+00,-1.165635879144970299e-01,-1.628019954951223092e+00,-1.242617495230491809e+00,4.517032274225369903e-01
-1.482450283615629814e+03,2.382353489889979699e+02,6.339630975749096109e+01,1.210702566292258453e+01,2.058076566808861401e+02,-6.003003612887822804e+00,-2.466869921912408969e+01,-3.833222246596410976e+00,3.054681306395153939e+01,8.848906057500546041e+00,-3.470270218384796657e+00,-2.567561005135989283e-01,-1.382488259057459423e+00,-8.737149673466914068e-01,-5.106064720047244210e-01
-1.411136121329279604e+03,1.859762741207522936e+02,7.835820768291378613e+01,3.177681516559056063e-01,2.040485510086078591e+02,-5.558557985974298177e+00,-2.414414198422935698e+01,-1.928544137374177625e+00,2.584003639823960441e+01,8.857540830566280832e+00,-2.968630788324949421e+00,-4.120719940628002065e-01,-1.158184324028745049e+00,-5.874640317542084711e-01,-1.218291384883950279e+00
-1.343182492816266631e+03,1.360567209655742147e+02,9.272457501732135654e+01,-1.097868627512450601e+01,2.002705412926713109e+02,-5.245738628875729503e+00,-2.340796578464305711e+01,-6.380931175138167266e-02,2.156335392967623932e+01,8.766078154648560883e+00,-2.497510105249305834e+00,-5.578693959700816718e-01,-9.499466509714249440e-01,-3.738005098198654563e-01,-1.724367300559260796e+00
-1.276883868443139136e+03,8.746517983374286587e+01,1.066655582252704875e+02,-2.172257554946117963e+01,1.950803388724303034e+02,-4.999908767065650572e+00,-2.254294589315149722e+01,1.723211450657675892e+00,1.757723451382672408e+01,8.606460315344955703e+00,-2.059824856287887584e+00,-7.045590536758159494e-01,-7.541672132930241634e-01,-2.237547622194309138e-01,-2.043998429447282827e+00
-1.212233789112496879e+03,4.021908279571638900e+01,1.201637320886208897e+02,-3.189510159462617622e+01,1.887231570801444036e+02,-4.807245501137041188e+00,-2.157755417218023197e+01,3.424297606054369503e+00,1.385595645501426709e+01,8.390900587980686609e+00,-1.655398611113697349e+00,-8.529111999626166618e-01,-5.720567420269526693e-01,-1.427325609032912002e-01,-2.180526735249253445e+00
-1.150937269592915754e+03,-4.724340140885555428e+00,1.330842721640901800e+02,-4.169985599645286811e+01,1.814794828836075737e+02,-4.696358132883408310e+00,-2.051690992697094984e+01,5.091982538955660331e+00,1.043552538719518807e+01,8.127927905076928639e+00,-1.269308569200895631e+00,-9.893533636252649366e-01,-3.993722508445620156e-01,-6.533153798420546221e-02,-2.286715337300850415e+00
-1.091283933089936909e+03,-4.832521958646763949e+01,1.455589915821972795e+02,-5.096284369000214554e+01,1.735405550595997681e+02,-4.616382815029589359e+00,-1.940594241565876388e+01,6.671712525228809199e+00,7.226656019054867208e+00,7.831304179059641157e+00,-9.126028788778620671e-01,-1.126946570968589967e+00,-2.391466026819096813e-01,-3.422341786146382292e-02,-2.275581369934078335e+00
-1.033267025317750495e+03,-9.055561265901548040e+01,1.575620694208498378e+02,-5.963910329248641062e+01,1.649997950556989394e+02,-4.558569992205914190e+00,-1.825783297590843901e+01,8.152566224957785934e+00,4.225267721716882363e+00,7.505296822286169345e+00,-5.871161474320235607e-01,-1.266086529629346202e+00,-9.036678052538435479e-02,-2.033975137965840854e-02,-2.206813059393903487e+00
-9.785893669137542474e+02,-1.304328703787153358e+02,1.689410538749203283e+02,-6.787569035334936984e+01,1.559415249556186041e+02,-4.559150764151135959e+00,-1.706025544677238059e+01,9.578242983099721997e+00,1.493063541022201068e+00,7.149771213854237750e+00,-2.820395783497269826e-01,-1.395171744419742454e+00,4.797960264071331193e-02,-1.756518843022932680e-02,-2.101591069253035737e+00
-9.255502296346425055e+02,-1.689753041586613733e+02,1.798750356349338233e+02,-7.561022121373123639e+01,1.466843426342839507e+02,-4.567860874374633617e+00,-1.586456810652943616e+01,1.091580220787167299e+01,-1.081948023598704678e+00,6.784019661572942006e+00,-1.821019466705765940e-03,-1.524739642705903675e+00,1.770388657631117579e-01,-2.889329330769603577e-02,-1.955764328512896277e+00
-8.758375140288985676e+02,-2.050996253913077112e+02,1.901302604713722246e+02,-8.278883468178233329e+01,1.369291032542301991e+02,-4.626487990183434817e+00,-1.462974487517933575e+01,1.217317423610602845e+01,-3.380041431913489713e+00,6.390286491453026407e+00,2.519765056431349515e-01,-1.645856912744680933e+00,2.931183057907517098e-01,-3.734352404393040392e-02,-1.811382456171715116e+00
-8.294579079498969350e+02,-2.388589236387202561e+02,1.997479180066486322e+02,-8.952237148435003178e+01,1.269645693443545156e+02,-4.727422445429430020e+00,-1.338004354705480914e+01,1.336896755530564462e+01,-5.440577176792082525e+00,5.981983939827695274e+00,4.865727275332614177e-01,-1.757138730260680015e+00,3.996186511555550602e-01,-4.068586671696314272e-02,-1.674025789640995354e+00
-7.864039761400550788e+02,-2.702129138104186268e+02,2.086945826202915839e+02,-9.573660822657961944e+01,1.167612797389067083e+02,-4.867431406418309514e+00,-1.211736774599733124e+01,1.448787335992850167e+01,-7.254235556479851965e+00,5.557977588801868762e+00,6.979209133063660753e-01,-1.859659719490168728e+00,4.946573431889867423e-01,-3.732037300615393544e-02,-1.550483476856337139e+00
