7.955550267799999631e+00,7.200124471289999661e+00
1.107769753210000019e+01,2.830100534440000093e+00
1.632810266499999940e+01,6.271789068180000370e+00
6.965527541540000200e+00,6.915948650679999865e+00
1.131227322750000042e+01,1.249397551130000039e+01
1.332159820190000055e+01,4.908464685990000298e+00
1.007028260789999941e+01,3.624286699069999784e+00
8.732584093639999878e+00,1.056930178050000002e+01
7.935135640210000396e+00,1.267328539700000078e+01
2.827077268940000110e+00,6.469570261850000392e+00
1.169797542879999952e+01,8.320755417239999119e+00
5.329775819099999978e+00,7.947271499870000255e+00
6.642107207929999646e+00,1.473299476659999918e+01
6.547526848849999581e+00,7.678159153620000232e+00
6.119808304110000208e+00,6.659401108750000020e+00
9.825361621329999906e+00,9.706850441080000280e+00
1.222639302440000009e+01,8.475163959330000552e+00
1.177552761950000004e+01,8.486352956679999338e+00
1.030981724849999992e+01,7.274565476360000282e+00
1.447387188949999981e+01,9.129749336259999737e+00
1.140949474329999980e+01,1.128436393279999983e+01
8.813174531470000517e+00,2.725769384309999932e+00
1.032828716170000050e+01,5.410742979060000124e+00
3.201203922089999931e+00,9.896076351299999629e+00
1.039183311360000062e+01,1.587916918850000059e+01
8.900833384009999349e+00,1.354444189029999990e+01
9.601433973769999852e+00,6.286629519029999891e+00
4.294366025369999562e+00,8.075783981349999863e+00
7.981319984109999766e+00,8.104483003349999493e+00
1.068996193639999959e+01,4.634211350800000240e+00
8.861559649200000166e+00,7.041490432389999832e+00
1.822446439200000157e+01,1.544594119569999968e+01
1.021907377490000002e+01,8.696690699750000419e+00
1.934588069959999856e+01,3.754633620719999954e+00
7.928447494560000308e+00,6.675923430530000147e+00
7.254361247110000299e+00,1.677509459450000051e+01
1.801223535929999997e+01,9.080940696509999910e+00
1.404722555999999933e+01,6.173319470420000066e+00
8.473715990729999703e+00,1.357104223370000007e+01
1.881489901599999826e+01,8.424889321449999358e+00
5.904506034989999819e+00,1.206513288989999921e+01
1.416892140679999912e+01,7.473287588969999895e+00
1.066186468499999940e+01,7.440962986869999796e+00
6.204683119440000283e+00,1.141718334309999960e+01
7.739577727580000399e+00,1.626399940650000175e+01
8.074217702720000389e+00,6.977496526690000422e+00
7.274048804259999557e+00,9.158846626900000842e+00
1.648855735429999925e+01,1.055220836680000041e+01
2.016411354120000166e+00,8.045819259760000008e+00
1.055997988949999922e+01,7.595547363369999694e+00
9.856244234809999227e+00,1.137909970389999970e+01
6.493567426420000288e+00,9.948782817570000603e+00
2.033937970219999869e+01,5.605600208650000305e+00
1.219768301450000081e+01,1.268036176480000066e+01
